name,career,last10,lwin,wins,places,tj,jh,twelveMonth,season,track,distance,trackDistance,firm,good,soft,heavy,wet,hclass,roi,is_winner
11. Madame Magic,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
1. Pinball Player,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Galaxy Affair,0.25,0.24,0.11,0.25,0.25,0.13,0.33,0.25,0.33,0.20,0.00,0.00,0.00,0.17,0.50,0.00,0.50,0.00,2.50,1.00
2. Almaher Man,0.40,0.17,0.02,0.07,0.40,0.08,0.50,0.20,0.00,0.33,0.75,1.00,0.00,0.36,1.00,0.00,1.00,0.00,-0.53,0.00
3. Roey Clam,0.15,0.25,0.14,0.10,0.15,0.16,0.00,0.18,0.50,0.00,0.13,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.19,0.00
4. Black Spirit,0.75,0.39,0.04,0.25,0.75,0.18,0.00,0.75,0.00,0.00,0.60,0.00,0.00,0.71,1.00,0.00,1.00,0.00,0.10,0.00
5. Aiyza,0.63,0.32,0.13,0.25,0.63,0.27,1.00,0.63,1.00,0.50,0.67,0.50,0.00,0.67,0.50,0.00,0.50,1.00,0.36,1.00
6. Legacy Of Tara,0.67,0.30,0.11,0.67,0.67,0.67,1.00,0.67,0.67,0.00,0.50,0.00,0.00,0.00,0.67,0.00,0.67,0.00,1.50,1.00
7. Laquetta's Gift,1.00,0.60,0.14,0.33,1.00,0.10,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,-0.20,0.00
8. Zac Luvs To Fly,0.40,0.18,0.03,0.06,0.40,0.00,0.00,0.27,0.17,0.33,0.22,0.00,0.00,0.36,0.57,0.33,0.50,0.17,-0.85,1.00
1. Market Stryke,0.89,0.42,0.03,0.22,0.89,0.22,0.83,0.86,0.00,1.00,0.86,1.00,0.00,0.89,0.00,0.00,0.00,1.00,-0.49,1.00
2. Bandalera Beau,0.36,0.23,0.02,0.18,0.36,0.12,0.00,0.17,0.00,0.00,0.80,0.00,0.00,0.25,0.50,1.00,0.67,0.00,0.67,1.00
3. Far Too Strong,0.25,0.17,0.02,0.17,0.25,0.18,0.50,0.17,0.00,0.33,0.33,0.50,0.00,0.17,0.40,0.00,0.33,0.33,0.33,0.00
4. Shadow Girl,0.55,0.22,0.02,0.14,0.55,0.05,0.00,0.40,0.00,0.50,0.67,0.00,0.00,0.54,0.50,1.00,0.56,0.50,0.44,0.00
5. Find Your Man,0.50,0.28,0.05,0.10,0.50,0.00,1.00,0.31,0.20,1.00,0.60,0.00,0.00,0.42,0.67,0.50,0.63,0.00,-0.65,1.00
6. Mojo's Luck,0.40,0.25,0.07,0.20,0.40,0.14,0.00,0.40,0.50,0.00,0.67,0.00,0.00,0.00,0.33,1.00,0.50,0.00,0.20,0.00
7. Royal Gap,0.24,0.23,0.33,0.12,0.24,0.10,1.00,0.29,0.29,0.00,0.67,0.00,0.00,0.29,0.00,0.00,0.00,0.00,-0.55,0.00
8. Ran A Red Light,0.36,0.23,0.02,0.09,0.36,0.06,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.20,0.50,0.50,0.50,0.00,-0.27,0.00
9. Justhandy,0.27,0.14,0.02,0.14,0.27,0.04,0.33,0.00,0.00,0.20,0.25,0.00,0.00,0.19,0.50,0.00,0.50,0.14,0.52,0.00
10. Lil' Red Bikini,0.32,0.17,0.09,0.06,0.32,0.00,0.00,0.20,0.00,0.27,0.25,0.00,0.00,0.37,0.11,0.00,0.11,0.29,-0.69,1.00
1. Vevinsky,0.36,0.30,0.02,0.07,0.36,0.29,0.00,0.45,0.00,0.20,1.00,0.00,0.00,0.42,0.00,0.00,0.00,0.50,-0.81,1.00
2. Mail,0.13,0.18,0.33,0.13,0.13,0.11,0.50,0.13,0.50,0.00,0.33,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.88,1.00
3. Dusty's Got Talent,0.40,0.26,0.04,0.20,0.40,0.00,0.00,0.40,0.00,0.00,0.50,0.00,0.00,0.25,1.00,0.00,1.00,0.00,-0.12,0.00
4. Manavendra,0.67,0.67,0.25,0.33,0.67,0.16,1.00,0.67,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.50,1.00,2.67,0.00
5. Just Dennis,0.14,0.17,0.33,0.14,0.14,0.17,1.00,0.20,0.20,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.86,0.00
6. Rare Encounter,0.43,0.24,0.25,0.14,0.43,0.17,0.00,0.50,0.67,0.50,0.00,0.00,0.00,0.43,0.00,0.00,0.00,0.00,-0.40,1.00
7. Weightman,0.43,0.33,0.06,0.14,0.43,0.17,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.50,0.00,-0.21,1.00
8. Uno Me,0.50,1.00,0.25,0.50,0.50,0.17,1.00,0.50,0.50,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,9.50,0.00
9. Saving Memphis,0.23,0.21,0.01,0.05,0.23,0.09,0.33,0.33,0.60,0.14,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.17,0.86,0.00
10. Loveisabattlefield,0.29,0.17,0.01,0.07,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.17,0.00,0.14,0.20,-0.81,0.00
1. Aquapishe,0.50,0.23,0.02,0.25,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.50,0.00,-0.60,0.00
2. Mombasa,0.13,0.17,0.02,0.13,0.13,0.22,0.50,0.00,0.00,0.14,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,1.38,1.00
5. Sky Duke,0.67,0.27,0.04,0.33,0.67,0.09,0.67,0.67,1.00,1.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,1.00,0.60,1.00
6. Got Ya,0.31,0.26,0.03,0.08,0.31,0.10,0.50,0.38,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.50,0.20,0.25,-0.15,0.00
7. Nutwood,0.33,0.27,0.04,0.11,0.33,0.09,0.38,0.67,0.00,0.00,0.50,0.00,0.00,0.43,0.00,0.00,0.00,0.50,-0.22,0.00
8. Hart Trader,0.19,0.17,0.07,0.06,0.19,0.12,0.00,0.17,0.25,0.20,0.00,0.00,0.00,0.17,0.00,1.00,0.25,0.00,-0.38,0.00
9. Aunty Jean,0.40,0.25,0.02,0.10,0.40,0.00,0.00,0.50,0.00,0.33,0.50,1.00,0.00,0.44,0.00,0.00,0.00,0.50,-0.56,1.00
10. Village Girl,0.50,0.29,0.25,0.50,0.50,1.00,1.00,0.50,0.50,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.75,0.00
11. Wild Belle,0.50,0.25,0.33,0.50,0.50,0.14,1.00,0.50,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,-0.20,1.00
12. Foxy Son,0.31,0.17,0.02,0.08,0.31,0.00,0.00,0.18,0.00,0.00,0.50,0.00,0.00,0.40,0.00,0.00,0.00,0.25,-0.90,0.00
13. Rock Hard Omaru,0.20,0.17,0.10,0.07,0.20,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.10,0.40,0.00,0.40,0.00,-0.90,0.00
4. Belle's Fantasy,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3. Winning Aces,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Charge,0.33,0.17,0.09,0.10,0.33,0.15,0.00,0.14,0.00,0.20,0.31,0.25,0.00,0.38,0.29,0.00,0.25,0.00,-0.12,1.00
2. Glasgow Girl,0.41,0.18,0.06,0.22,0.41,0.00,0.00,0.17,0.00,0.18,0.38,0.29,0.00,0.42,0.42,0.00,0.38,0.25,0.47,0.00
4. Kelvin,0.32,0.18,0.02,0.13,0.32,0.10,0.40,0.14,0.00,0.21,0.33,0.00,0.00,0.30,0.38,0.00,0.38,0.00,-0.37,0.00
5. Rockin' Rupert,0.50,0.24,0.02,0.25,0.50,0.09,0.00,0.50,0.33,0.40,0.00,0.00,0.00,0.50,0.00,0.00,0.00,1.00,-0.53,1.00
6. No Dice,0.55,0.31,0.03,0.18,0.55,0.00,0.00,0.71,0.50,0.50,0.67,1.00,0.00,0.71,0.25,0.00,0.25,1.00,-0.18,0.00
7. Seminole Brave,0.45,0.24,0.01,0.15,0.45,0.15,0.47,0.25,0.00,0.57,0.63,0.67,0.00,0.55,0.43,0.00,0.33,0.00,0.58,1.00
8. Sunnysilk,0.42,0.17,0.01,0.15,0.42,0.00,0.00,0.18,0.40,0.56,0.00,0.00,0.00,0.56,0.22,0.00,0.20,0.50,0.00,0.00
9. Zeewijk,0.36,0.38,0.09,0.20,0.36,0.00,0.25,0.60,0.75,0.00,0.62,0.00,0.00,0.40,0.20,0.00,0.20,0.00,-0.40,0.00
10. Real Danger,0.36,0.21,0.09,0.21,0.36,0.17,0.00,0.22,0.40,0.00,0.00,0.00,0.00,0.27,1.00,0.00,0.67,0.00,-0.62,1.00
11. Guns Of Navarone,0.36,0.17,0.01,0.11,0.36,0.09,0.38,0.29,0.50,0.41,0.38,0.38,0.00,0.40,0.29,0.33,0.29,0.31,0.41,0.00
12. Pasajero,0.29,0.21,0.03,0.13,0.29,0.12,0.00,0.25,0.00,0.13,0.23,0.00,0.00,0.38,0.00,0.00,0.00,0.20,-0.32,0.00
3. Cheerful Moment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13. Peppijack,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Amelia's Jewel,1.00,1.00,0.33,1.00,1.00,0.20,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.83,1.00
2. Laced Up Heels,0.50,0.25,0.25,0.50,0.50,0.14,0.50,0.50,0.50,0.50,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.33,1.00
3. Penny On The Queen,0.50,0.23,0.03,0.13,0.50,0.08,0.00,0.50,0.00,0.43,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,-0.13,1.00
4. Vampi At Play,1.00,0.56,0.05,0.20,1.00,0.07,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,-0.62,0.00
5. Miss Drakova,0.83,0.35,0.20,0.17,0.83,0.09,1.00,1.00,1.00,0.75,1.00,0.00,0.00,0.75,1.00,0.00,1.00,0.00,-0.65,1.00
6. Nunes,0.43,0.26,0.20,0.14,0.43,0.14,0.43,0.43,0.67,0.40,0.00,0.00,0.00,0.33,1.00,0.00,1.00,0.00,-0.68,0.00
7. Azena,0.75,0.36,0.10,0.50,0.75,0.30,0.00,0.75,0.75,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,5.10,0.00
8. One Cool Gal,0.25,0.27,0.04,0.25,0.25,0.10,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,-0.10,0.00
9. Yarralea,0.75,0.50,0.14,0.25,0.75,0.13,1.00,0.75,1.00,0.00,1.00,0.00,0.00,0.67,1.00,0.00,1.00,0.00,1.38,0.00
10. Pearly Nuggett,0.67,0.27,0.17,0.33,0.67,0.18,0.00,0.67,0.67,0.00,1.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,1.33,0.00
11. Royal Elite,0.33,0.33,0.25,0.33,0.33,0.13,0.00,0.33,0.50,1.00,0.50,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.33,0.00
1. Henchard,0.62,0.24,0.13,0.23,0.62,0.09,0.00,0.50,0.40,0.50,0.50,1.00,0.00,0.64,0.50,0.00,0.50,0.00,-0.51,0.00
2. Feels Danish,0.50,0.45,0.03,0.14,0.50,0.00,0.00,0.71,0.00,0.71,0.00,0.00,0.00,0.58,0.00,0.00,0.00,1.00,0.54,0.00
3. Recalled,0.50,0.23,0.17,0.30,0.50,0.17,0.50,0.50,0.67,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.58,1.00
4. Stylax,0.43,0.24,0.04,0.21,0.43,0.11,0.50,0.44,0.67,0.50,0.00,0.00,0.00,0.50,0.25,0.50,0.38,0.67,-0.05,1.00
5. Rhythm Star,0.48,0.19,0.01,0.11,0.48,0.24,0.00,0.45,0.00,0.67,0.50,1.00,0.00,0.46,0.67,0.00,0.67,0.70,-0.16,0.00
6. Dance Of The South,0.21,0.20,0.06,0.11,0.21,0.13,1.00,0.33,0.20,0.00,0.00,0.00,0.00,0.22,0.33,0.00,0.20,0.29,0.93,0.00
7. Blue Card,0.25,0.20,0.04,0.06,0.25,0.08,0.33,0.36,0.50,0.33,1.00,0.00,0.00,0.27,0.00,0.00,0.00,0.00,-0.41,0.00
8. Heaps Of Moolah,0.22,0.19,0.05,0.11,0.22,0.00,0.00,0.15,0.00,0.50,0.00,0.00,0.00,0.25,0.17,0.00,0.14,0.20,-0.48,0.00
9. Lady Duckworth,0.23,0.17,0.01,0.14,0.23,0.06,0.00,0.13,0.00,0.17,0.00,0.00,0.00,0.25,0.17,0.00,0.17,0.25,0.41,0.00
10. Bandalera Miss,0.29,0.27,0.02,0.09,0.29,0.03,0.00,0.43,0.00,0.00,0.50,0.00,0.00,0.29,0.00,0.00,0.00,0.10,-0.39,1.00
11. Mack Mack,0.50,0.27,0.25,0.33,0.50,0.13,0.00,0.50,0.50,0.50,0.00,0.00,0.00,0.75,0.00,0.00,0.00,0.00,-0.30,0.00
12. Time Stands Still,0.23,0.22,0.33,0.10,0.23,0.09,1.00,0.50,0.67,0.00,0.00,0.00,0.00,0.23,0.20,0.00,0.20,0.33,0.79,0.00
13. Big Swoop,0.35,0.22,0.03,0.08,0.35,0.09,0.38,0.29,0.40,0.20,0.20,0.25,0.00,0.38,0.00,0.00,0.00,0.00,-0.08,1.00
14. Stumble,0.30,0.21,0.03,0.11,0.30,0.00,0.00,0.31,0.25,0.33,0.00,0.00,0.00,0.30,0.25,0.00,0.25,0.27,-0.14,0.00
15. Wild Galah,0.28,0.18,0.03,0.04,0.28,0.11,0.00,0.29,0.00,0.12,0.20,0.20,0.00,0.30,0.13,0.00,0.13,0.24,-0.73,0.00
1. Hint Of Mint,0.27,0.19,0.17,0.19,0.27,0.09,0.50,0.17,0.50,0.00,0.25,0.00,0.00,0.24,0.67,0.00,0.40,0.00,-0.02,1.00
2. Dani Bella,0.56,0.23,0.03,0.19,0.56,0.00,0.00,0.57,0.00,0.60,0.33,0.67,0.00,0.58,0.33,0.00,0.33,0.00,0.88,0.00
3. Magic To Exceed,0.63,0.27,0.05,0.25,0.63,0.16,0.50,0.50,0.00,0.50,1.00,1.00,0.00,0.57,1.00,0.00,1.00,1.00,0.31,0.00
4. Lexington City,1.00,0.56,0.04,0.40,1.00,0.20,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,-0.17,1.00
5. Queen Of Soul,0.43,0.24,0.02,0.29,0.43,0.22,0.00,0.43,0.00,0.50,0.50,0.00,0.00,0.45,0.33,0.00,0.33,0.00,-0.03,0.00
6. Street Parade,0.75,0.37,0.02,0.13,0.75,0.17,1.00,0.71,0.50,0.67,1.00,1.00,0.00,0.71,1.00,0.00,1.00,0.50,0.06,1.00
7. Category Three,0.67,0.33,0.04,0.33,0.67,0.17,0.67,0.67,0.00,0.00,1.00,0.00,0.00,1.00,0.50,0.00,0.50,0.00,-0.38,1.00
2. Oly's Choice,1.00,0.67,0.07,0.50,1.00,0.18,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.61,1.00
3. Jedi Mind,0.27,0.21,0.01,0.20,0.27,0.05,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.22,0.20,1.00,0.33,0.33,-0.29,0.00
4. Success Play,0.40,0.23,0.07,0.15,0.40,0.12,0.44,0.33,0.50,0.33,0.33,0.50,0.00,0.45,0.38,0.00,0.33,0.67,-0.58,0.00
5. Requisition,0.39,0.28,0.25,0.13,0.39,0.13,0.45,0.62,0.80,0.42,0.31,0.25,0.00,0.46,0.15,0.50,0.20,0.60,0.20,0.00
6. Samsurian,0.33,0.20,0.03,0.11,0.33,0.15,0.33,0.25,0.00,0.25,0.50,0.50,0.00,0.35,0.00,0.00,0.00,0.00,-0.78,0.00
7. Wuhan Warrior,0.45,0.24,0.01,0.09,0.45,0.10,0.50,0.33,0.00,0.25,1.00,0.00,0.00,0.33,0.50,0.67,0.60,1.00,-0.27,0.00
8. Firesale,0.24,0.19,0.03,0.14,0.24,0.10,0.00,0.25,0.00,0.29,0.27,0.40,0.00,0.24,0.25,0.00,0.25,0.40,0.50,0.00
9. Fred Dag,0.41,0.19,0.06,0.13,0.41,0.17,0.00,0.20,0.00,0.29,0.64,0.67,0.00,0.39,0.40,1.00,0.50,0.00,-0.59,0.00
10. Valency,0.38,0.26,0.06,0.25,0.38,0.09,0.38,0.38,0.00,0.00,0.33,0.00,0.00,0.33,1.00,0.00,0.50,0.00,-0.38,1.00
11. Hot Blooded,0.35,0.23,0.25,0.12,0.35,0.09,1.00,0.42,0.50,0.33,0.25,1.00,0.00,0.40,0.29,0.00,0.29,0.00,0.47,1.00
12. Dadirra,0.38,0.24,0.04,0.06,0.38,0.04,0.75,0.45,0.67,0.20,0.50,0.33,0.00,0.38,0.33,0.00,0.33,0.50,-0.69,1.00
1. Forest War,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Just Go,0.60,0.36,0.11,0.40,0.60,0.13,1.00,0.60,0.75,0.50,0.60,0.50,0.00,0.50,0.67,0.00,0.67,0.67,4.00,1.00
2. Baby Paris,1.00,0.80,0.09,0.75,1.00,0.09,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.05,1.00
3. All Show,0.67,0.38,0.14,0.33,0.67,0.17,0.50,0.67,0.50,0.50,0.50,0.00,0.00,0.50,1.00,0.00,1.00,0.67,0.17,1.00
4. Costume Party,0.70,0.38,0.11,0.20,0.70,0.09,0.00,0.70,0.33,0.71,0.83,1.00,0.00,0.75,0.50,0.00,0.50,0.75,-0.53,0.00
5. Invincible Ruby,1.00,0.67,0.07,0.50,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,12.00,1.00
6. My Bella Mae,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Lady Chant,0.63,0.32,0.03,0.13,0.63,0.18,0.00,0.63,0.00,0.67,1.00,1.00,0.00,0.63,0.00,0.00,0.00,0.00,0.75,0.00
2. Ghobella,0.52,0.26,0.20,0.13,0.52,0.20,0.50,0.33,0.33,0.63,1.00,1.00,0.00,0.50,0.63,0.40,0.54,0.00,-0.37,1.00
3. Pray Again,0.44,0.26,0.02,0.22,0.44,0.09,0.50,0.33,0.50,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.33,0.00,-0.32,1.00
4. Great Fortune,0.43,0.18,0.09,0.21,0.43,0.00,0.00,0.42,0.40,0.20,0.33,0.33,0.00,0.45,0.50,0.00,0.33,0.50,-0.01,0.00
5. Bannana,0.80,0.38,0.33,0.40,0.80,0.15,1.00,0.80,0.50,1.00,0.00,0.00,0.00,0.80,0.00,0.00,0.00,0.00,1.56,1.00
6. Aragain,0.36,0.24,0.01,0.09,0.36,0.15,0.00,0.33,0.00,0.35,0.50,0.50,0.00,0.31,0.40,0.67,0.44,0.45,-0.66,0.00
7. Mong Khon,0.48,0.32,0.08,0.10,0.48,0.07,0.00,0.46,0.50,0.33,0.33,0.33,0.00,0.41,0.60,0.50,0.57,0.00,-0.57,0.00
8. Marlize,0.41,0.17,0.08,0.19,0.41,0.00,0.00,0.09,0.25,0.20,0.00,0.00,0.00,0.41,0.46,0.00,0.40,0.40,1.37,0.00
9. Truly Inspired,0.40,0.24,0.01,0.20,0.40,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.50,0.00,0.50,0.00,-0.52,1.00
10. Vitalize,0.50,0.35,0.25,0.14,0.50,0.12,0.71,0.64,0.83,0.67,0.00,0.00,0.00,0.56,0.50,0.33,0.40,0.00,-0.58,0.00
11. Mrs America,0.36,0.19,0.02,0.18,0.36,0.07,0.00,0.29,0.50,0.33,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,-0.59,0.00
12. O'so Tempting,0.31,0.24,0.20,0.17,0.31,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.17,0.00
1. Mr Delegator,0.55,0.23,0.02,0.30,0.55,0.00,0.00,0.00,0.00,0.33,0.88,1.00,0.00,0.38,0.86,0.00,0.86,0.67,0.13,0.00
2. Speed Dream,0.70,0.36,0.04,0.13,0.70,0.00,1.00,0.73,0.33,0.62,0.67,0.67,0.00,0.72,0.60,0.00,0.60,0.50,-0.23,1.00
3. Holy Ghost,0.38,0.27,0.33,0.08,0.38,0.13,1.00,0.50,0.50,0.45,0.50,1.00,0.00,0.41,0.17,0.50,0.30,0.29,-0.31,0.00
4. Tri For Us,0.74,0.33,0.03,0.26,0.74,0.17,0.67,0.55,0.33,0.56,1.00,0.00,0.00,0.71,0.75,1.00,0.80,0.67,-0.22,1.00
5. Constant Dreaming,0.67,0.31,0.03,0.33,0.67,0.23,1.00,0.67,0.00,0.75,0.00,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.51,0.00
6. Strike Now,0.80,0.43,0.03,0.30,0.80,0.36,0.00,0.80,0.60,1.00,0.75,1.00,0.00,0.88,0.50,0.00,0.50,0.00,-0.34,0.00
7. The Great One,0.41,0.23,0.02,0.23,0.41,0.00,0.00,0.25,0.00,0.33,0.33,0.00,0.00,0.56,0.00,0.00,0.00,0.25,1.80,0.00
8. Baramagic,0.34,0.20,0.04,0.12,0.34,0.00,0.00,0.33,1.00,0.35,0.33,0.25,0.00,0.39,0.14,0.00,0.13,0.08,0.42,0.00
9. Megazone,0.39,0.21,0.17,0.10,0.39,0.16,0.00,0.27,0.50,0.43,0.50,1.00,0.00,0.36,0.50,0.50,0.50,0.29,-0.16,0.00
10. Castillo Del Lago,0.55,0.21,0.02,0.09,0.55,0.21,0.67,0.50,1.00,0.38,0.60,0.33,0.00,0.40,0.86,0.00,0.86,0.50,-0.60,1.00
11. Saintorio,0.80,0.53,0.13,0.30,0.80,0.17,1.00,0.80,1.00,0.67,0.00,0.00,0.00,0.75,1.00,0.00,1.00,0.00,0.30,1.00
12. Rockon Tommy,0.25,0.23,0.05,0.13,0.25,0.00,0.00,0.15,0.40,0.20,0.33,0.75,0.00,0.24,0.21,1.00,0.27,0.20,-0.49,0.00
1. River Beau,0.56,0.21,0.20,0.26,0.56,0.00,0.00,0.33,0.50,0.55,0.58,0.59,0.00,0.60,0.00,0.00,0.00,0.57,0.29,0.00
2. Gemma's Son,0.50,0.17,0.01,0.25,0.50,0.00,0.00,0.11,0.25,0.39,0.79,0.75,0.00,0.43,0.75,1.00,0.80,1.00,-0.41,0.00
3. Long Beach,0.44,0.17,0.01,0.22,0.44,0.17,0.00,0.00,0.00,0.47,0.36,0.25,0.00,0.50,0.33,0.00,0.29,0.60,-0.04,1.00
4. Zoushine,0.50,0.21,0.03,0.22,0.50,0.22,0.00,0.25,0.00,0.00,0.63,0.00,0.00,0.50,0.60,0.00,0.50,0.00,-0.18,0.00
5. Buzzoom,0.71,0.26,0.03,0.29,0.71,0.24,0.00,0.29,0.00,0.82,0.50,0.00,0.00,0.92,0.20,0.00,0.20,0.00,0.56,1.00
6. Acromantula,0.69,0.33,0.03,0.38,0.69,0.13,0.67,0.83,0.00,0.75,0.75,0.82,0.00,0.70,0.67,0.00,0.67,1.00,0.09,1.00
7. Vane Tempest,0.59,0.24,0.09,0.26,0.59,0.50,1.00,0.43,0.25,0.33,0.56,0.50,0.00,0.60,0.60,0.50,0.58,0.50,-0.11,0.00
8. Sniparoochy,0.60,0.47,0.06,0.40,0.60,0.17,0.50,0.70,0.00,0.38,0.00,0.00,0.00,0.58,0.67,0.00,0.67,0.00,0.27,1.00
9. Apple Schnapps,0.52,0.27,0.02,0.26,0.52,0.04,0.00,0.33,0.00,0.60,0.50,0.33,0.00,0.50,0.50,1.00,0.55,0.50,0.10,0.00
10. All Day Session,0.35,0.20,0.02,0.14,0.35,0.15,0.00,0.23,0.20,0.27,0.56,0.50,0.00,0.25,0.43,0.67,0.47,0.29,0.55,0.00
1. Stageman,0.71,0.22,0.09,0.24,0.71,0.17,1.00,0.60,0.33,0.65,0.83,0.71,0.00,0.67,0.88,0.50,0.80,0.56,-0.14,0.00
3. Indian Pacific,0.64,0.20,0.01,0.32,0.64,0.09,0.67,0.00,0.00,0.58,0.80,0.75,0.00,0.59,0.75,1.00,0.80,0.50,-0.01,1.00
4. Nerodio,0.79,0.36,0.08,0.38,0.79,0.28,0.79,0.71,1.00,0.88,1.00,1.00,0.00,0.82,0.70,1.00,0.75,0.00,0.64,0.00
5. Comes A Time,0.76,0.69,0.14,0.28,0.76,0.40,1.00,1.00,1.00,0.69,0.80,0.50,0.00,0.75,0.83,0.67,0.78,0.00,-0.13,1.00
6. Hot Zed,0.64,0.28,0.02,0.32,0.64,0.07,0.00,0.40,0.00,0.69,0.33,0.50,0.00,0.68,0.60,0.00,0.50,0.00,1.86,0.00
7. Iseered Iseered,0.53,0.23,0.02,0.35,0.53,0.00,0.00,0.17,0.00,0.56,0.80,1.00,0.00,0.50,0.57,0.00,0.57,0.00,0.13,0.00
8. It'sarayday,0.64,0.35,0.05,0.45,0.64,0.23,0.50,0.43,0.00,0.60,0.00,0.00,0.00,0.50,0.75,1.00,0.80,0.00,0.03,0.00
9. Panzdown,0.65,0.26,0.03,0.35,0.65,0.23,0.00,0.40,0.00,0.60,0.73,0.83,0.00,0.55,0.83,0.00,0.83,0.00,0.07,0.00
10. Amasenus,0.65,0.33,0.04,0.43,0.65,0.00,0.00,0.57,0.00,0.60,0.78,0.50,0.00,0.56,0.83,1.00,0.86,0.50,1.54,0.00
11. Miss Conteki,0.87,0.50,0.25,0.67,0.87,0.20,1.00,1.00,1.00,0.92,0.90,1.00,0.00,0.92,1.00,0.00,0.50,0.00,0.54,1.00
12. This'll Testya,0.62,0.31,0.03,0.29,0.62,0.20,1.00,0.71,1.00,0.50,0.69,0.57,0.00,0.65,0.50,0.00,0.50,0.00,0.55,1.00
13. Express Time,0.65,0.56,0.03,0.42,0.65,0.09,1.00,0.89,0.00,0.73,0.68,0.78,0.00,0.69,0.71,0.33,0.60,0.00,1.22,0.00
2. Money Matters,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14. Wilchino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
