name,career,last10,lwin,wins,places,tj,jh,twelveMonth,season,track,distance,trackDistance,firm,good,soft,heavy,wet,hclass,roi,is_winner
3. Parlare,0.33,0.21,0.03,0.17,0.33,0.15,0.00,0.50,0.50,1.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,-0.57,1.00
4. Currimundi,1.00,0.43,0.03,0.33,1.00,0.14,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,-0.03,0.00
5. Hezapro,0.08,0.18,0.01,0.08,0.08,0.06,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.25,0.00,0.17,0.00,0.38,1.00
6. Baybizarre,0.43,0.21,0.01,0.14,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,-0.53,0.00
7. Man Of The Hour,0.41,0.21,0.10,0.06,0.41,0.00,1.00,0.33,0.33,0.50,0.63,0.67,0.00,0.38,0.67,0.00,0.50,0.50,-0.71,1.00
8. Act Innocent,0.18,0.20,0.02,0.06,0.18,0.11,0.18,0.00,0.20,0.00,0.22,0.00,0.00,0.20,0.00,0.00,0.00,0.00,-0.29,0.00
9. Mercurius,0.20,0.19,0.00,0.00,0.20,0.09,0.33,0.33,0.20,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.00,0.00,-1.00,0.00
10. Barging Tess,0.17,0.17,0.01,0.08,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.33,0.00,0.42,0.00
11. Vitai Lampada,0.06,0.19,0.03,0.06,0.06,0.00,0.00,0.14,0.14,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.25,0.00
13. Feels Hot,0.39,0.16,0.01,0.06,0.39,0.21,1.00,0.00,0.00,0.00,0.60,0.00,0.00,0.31,0.60,0.00,0.60,0.00,-0.81,1.00
12. Choose To Cruise,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1. Comealilbitcloser,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2. Justhandy,0.35,0.27,0.02,0.18,0.35,0.13,0.00,0.00,0.40,0.29,0.50,0.00,0.00,0.27,0.50,0.00,0.50,0.33,0.97,0.00
3. Gifted Warrior,0.31,0.21,0.01,0.10,0.31,0.00,0.00,0.00,0.00,0.57,0.00,0.00,0.00,0.33,0.14,1.00,0.25,0.60,-0.59,0.00
4. Medellin,0.32,0.20,0.02,0.14,0.32,0.00,0.00,0.40,0.33,0.00,0.60,0.00,0.00,0.33,0.50,0.00,0.33,0.00,-0.61,0.00
5. Block Of Land,0.38,0.20,0.02,0.13,0.38,0.00,0.00,0.00,0.29,0.50,0.00,0.00,0.00,0.36,0.50,0.00,0.50,0.00,-0.36,0.00
